@relation water_quality_

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Check numeric

@data
?,190.929256,20661.41106,10.175484,299.345576,9.225985,60.023523,4.96915,0
6.284985,196.775056,29213.62039,8.528793,334.477795,11.095893,?,5.703288,0
9.043096,181.566663,8273.591971,6.701042,?,9.762361,65.216338,4.008499,0
8.523062,201.608493,24207.29803,7.220716,?,15.740639,63.310503,5.112376,0
?,183.464853,19998.85902,7.151889,337.539533,10.088668,66.299162,4.18332,0
?,193.400268,30630.75994,6.873568,342.19324,17.446818,49.883653,2.913048,0
4.029053,203.386856,42327.16802,8.550483,279.675256,13.758836,46.384064,4.179656,0
6.412707,204.358097,32333.84154,5.204084,345.7175,11.14504,91.204867,5.014145,0
6.276295,184.952057,28653.47234,6.519435,335.257777,11.198483,?,4.342759,0
7.648878,188.506977,22510.97507,8.617208,?,12.854519,73.313503,4.953534,0
5.548182,204.259899,39997.7837,7.027226,319.202935,15.400396,41.952292,3.94546,0
?,216.675619,17870.31525,6.613387,338.415939,15.44149,83.272736,2.60496,0
7.468617,240.345305,36701.97435,4.536413,339.221351,16.106515,67.952496,3.384179,0
?,179.149447,21051.36538,8.887846,296.94907,18.800516,92.096,3.764704,0
7.91815,214.186611,23823.49289,7.290878,341.173322,19.585002,25.057375,4.028958,0
?,191.764256,10830.80125,6.362889,?,17.291645,43.272545,4.266775,0
?,181.374651,14579.82207,5.435058,?,9.545092,60.214647,4.161749,0
5.433242,201.781246,31157.11017,7.286392,304.425275,10.842095,87.634013,3.675718,0
8.339512,202.201624,21295.74988,5.618116,?,15.491387,81.315327,4.827704,0
6.715719,195.190598,19966.7447,7.744696,354.208923,17.323081,67.981741,2.443008,0
6.098012,211.45401,39352.77584,6.212191,?,11.79184,46.928041,4.590617,0
6.576845,156.221768,12772.09575,9.759898,341.749378,10.382253,78.30518,3.771314,0
4.681099,220.476126,38748.41135,4.652514,306.45119,10.94127,?,4.12575,0
8.151215,219.56005,13699.68071,3.804428,?,14.951295,79.634261,3.523981,0
?,226.548354,13584.49034,4.190696,374.157621,9.147436,82.864929,2.364559,0
?,220.836035,27319.56903,4.507102,329.997188,13.986735,?,5.666547,0
5.66969,194.130069,20081.53795,6.778104,?,18.284807,?,3.592133,0
6.624944,185.410933,16360.5663,9.472845,320.846507,12.488007,40.959974,3.546696,0
8.273644,188.160751,11120.70105,7.410891,346.319774,15.314879,89.44685,3.331584,0
?,241.895515,25717.93618,4.239997,369.541143,15.306063,48.374212,4.306218,0
?,221.620058,11954.70073,6.657053,?,12.961433,?,3.282061,0
10.509669,213.876872,16786.92541,6.62422,?,16.590932,67.745515,3.505079,0
5.171434,207.280531,44612.75136,7.287925,300.254258,12.723724,52.237736,2.949432,0
6.964198,193.75328,27408.49933,10.184605,307.694522,15.88965,78.076738,2.395683,0
6.548797,205.168161,13584.90025,3.777648,?,15.627514,51.850366,4.197305,0
6.555439,195.157976,15405.49648,2.750837,?,10.855263,?,3.79204,0
9.042583,221.320184,14149.49983,5.325853,366.668408,13.008443,87.896166,4.34844,0
5.970579,202.74552,19952.30947,7.872038,311.188185,18.632142,73.166338,5.013281,0
6.273806,191.850396,15130.15437,5.112751,349.94953,12.383597,52.097687,4.510405,0
6.604008,212.978467,23564.57966,6.608205,325.35386,14.352905,33.403048,4.458967,0
7.143942,153.236364,11553.03928,8.444687,329.404457,11.266886,81.718413,3.79284,0
8.116447,208.689153,23985.86442,7.51387,346.423787,9.612293,67.381157,2.934697,0
7.665188,209.997246,22993.72935,5.543901,343.49422,7.750607,63.551822,2.707129,0
5.555353,154.300684,20503.43005,9.644997,313.470297,18.46869,75.140362,4.536146,0
7.543931,192.234541,24227.96114,7.241343,336.15105,18.188873,70.588507,3.703191,1
?,218.573548,11724.62332,7.565407,296.43054,14.665704,51.261827,3.561398,1
7.340171,210.118813,12810.42316,8.867294,309.661578,12.389229,73.513321,3.91914,1
10.015189,210.126717,9064.035831,7.198432,363.56182,10.213058,92.643892,3.846548,1
?,188.743562,19037.46264,6.034236,?,15.149068,78.499418,2.723651,1
7.846463,233.976579,6670.659354,6.844526,?,16.536216,67.48409,3.885624,1
?,155.675777,52060.2268,2.577555,365.080963,14.166602,48.254307,2.000757,1
6.334163,197.482326,23460.82138,6.121464,303.550324,18.822216,62.222875,4.03883,1
9.616096,221.759818,12538.97403,9.089531,?,13.808375,?,2.946644,1
?,186.595255,29496.91016,8.117748,378.430501,14.96278,65.444563,2.475284,1
8.892998,224.078183,22960.18064,8.982036,274.689459,9.693049,59.577212,3.619133,1
?,195.836573,14563.68265,9.315977,?,9.184401,49.54012,3.957012,1
8.14143,211.794267,15494.35984,9.450414,?,15.40339,54.490733,4.350922,1
8.165715,203.419331,16925.0123,5.574342,337.252325,18.361436,60.393548,3.920116,1
4.931958,164.666769,31155.54022,7.411484,383.782626,14.980034,69.249229,5.045983,1
8.977822,198.996287,20225.64292,7.569518,352.685843,19.621923,64.177232,3.2,1
7.372612,220.387164,17606.88569,9.426339,274.206804,14.826441,67.305421,3.182521,1
9.10733,202.514711,24678.32929,5.575906,334.717335,12.937329,46.935252,4.49214,1
4.168248,164.351289,23863.71686,8.593819,?,13.843494,71.046735,2.804525,1
7.806909,216.473169,21299.31866,6.217597,?,13.895631,83.146999,5.127911,1
6.704635,230.76694,9727.761716,5.943695,223.235816,12.826509,74.385199,3.422179,1
3.623166,156.898917,26738.52536,5.023143,388.752253,17.196012,63.56487,5.370206,1
7.966857,186.353361,21440.73885,7.832474,393.767046,13.91387,86.121811,5.115431,1
4.595608,204.85966,13891.03853,6.371345,?,11.42091,70.449003,3.97892,1
?,204.669047,12874.44464,5.071164,324.701293,16.64248,64.846749,4.058942,1
3.994498,179.454192,18682.27714,6.464793,331.145621,13.91682,?,3.379147,1
8.907987,202.461211,33653.76196,5.431879,330.827133,18.759902,79.370621,4.641259,1
5.898726,198.31002,21148.2419,9.1249,326.254281,13.042948,74.311619,4.899815,1
9.514627,215.725527,16553.56244,7.547859,321.776213,9.640241,57.865423,2.645036,1
8.842464,229.964422,7839.31876,10.50881,278.428265,15.790977,77.166619,4.576729,1
7.721078,208.438593,17248.61874,7.68537,286.403522,11.757348,56.884528,3.223951,1
9.089421,208.91472,32238.07778,6.895014,321.080465,12.514641,89.213074,4.430116,1
1.757037,147.581831,41538.24273,7.728177,376.012933,10.828696,65.00584,2.967554,1
7.725192,213.951328,20461.75904,5.340319,?,17.032466,58.587459,4.163326,1
6.729191,178.493632,31991.95875,5.63294,?,14.805198,64.129155,5.112254,1
5.085429,173.565971,33455.24099,6.033247,351.271267,17.795957,62.466135,3.961731,1
9.545271,212.046391,25189.83062,6.203869,316.567319,20.051519,52.901127,4.983903,1
?,182.533978,20049.2421,8.480468,330.127869,12.332288,79.78478,3.693511,1
6.246264,163.218038,26408.88177,6.02967,429.022312,23.569645,19.175175,5.044455,1
7.376449,168.750007,37191.11414,4.184943,?,15.900985,63.334895,5.767355,1
7.802426,232.67028,14382.90216,7.626923,?,15.495603,42.002082,4.36353,1
8.596767,202.343187,15173.47115,7.248625,373.653328,15.008674,76.879669,3.238693,1
6.436444,192.995665,19579.38955,7.640874,314.922739,12.897049,75.839132,3.415851,1
7.333478,233.721355,16066.55212,8.181988,224.212503,15.313978,81.842062,4.772663,1
6.144759,210.979748,19981.31519,9.203614,271.097104,17.187963,79.634242,3.08208,1
4.725998,175.991487,34265.83058,5.923396,324.870724,12.636086,?,3.644607,1
5.393346,172.550262,28099.03873,5.789669,372.621943,17.530704,67.273874,4.633855,1
5.62482,215.822873,9028.760345,9.256098,274.292305,10.680673,72.48745,4.355489,1
5.768868,184.395003,31155.98882,8.392834,356.552697,10.43034,100.231668,3.092626,1
?,195.874634,17749.29866,7.55675,?,15.485276,54.132658,2.775635,1
5.251354,167.924336,34768.93342,4.023081,377.143489,10.429159,70.593387,4.072252,1
7.688786,209.185625,29568.53585,9.817336,294.347732,13.918769,71.68154,3.918673,1
3.681076,144.26527,26726.77111,6.095283,?,13.651105,92.299101,3.89307,1
4.897692,169.235768,14676.71627,8.318607,?,16.219141,81.947806,3.894464,1
5.842755,202.044775,13969.26156,6.643918,290.795954,18.189839,77.931104,4.490393,1
?,193.410141,14472.39155,5.640672,322.674462,12.721922,92.758852,4.414819,1
5.038317,170.360463,25866.10395,7.40375,?,13.270279,65.331633,3.913696,1
9.961248,220.038186,11939.76986,8.428754,337.48361,14.792585,60.991843,3.246583,1
7.417503,198.705653,24389.36289,4.790681,289.331358,18.41518,87.996223,3.391241,1
?,160.325972,37795.76332,9.152225,390.276608,16.45099,21.355275,4.44198,1
5.099932,189.665936,21807.40013,4.368152,?,14.732291,49.985679,5.159301,1
3.633163,179.350577,28584.17581,5.246382,292.440536,8.956401,77.360985,3.349572,1
8.860451,193.743105,24085.11214,6.18311,?,9.901328,81.33934,4.677713,1
10.137932,242.005716,15088.82765,8.677789,?,14.971199,62.365824,3.872018,1
9.900815,199.083752,16233.13468,8.146643,380.113029,20.38672,73.381488,2.395002,1
10.26843,218.216682,13753.99337,7.512608,334.178075,15.671564,84.68266,4.304689,1
0.227499,152.530111,39028.59934,3.462492,283.693782,13.201943,62.322711,3.545741,1
6.017261,206.0144,15157.26879,7.582124,307.704474,14.221757,53.319977,4.427712,1
7.110845,213.886337,25043.5328,6.048437,245.954253,16.38314,91.681026,5.712792,1
6.35029,190.383738,14905.39385,5.53783,?,13.983567,67.817096,4.265233,1
8.129342,211.123312,22982.92744,6.779005,326.397953,13.910933,55.795357,4.822044,1
10.252816,218.2797,18158.84212,8.657342,349.529568,19.442599,82.858272,4.559836,1
5.462356,187.709533,11642.149,8.439641,?,8.129793,74.603713,4.48618,1
9.23944,212.569076,14829.62421,7.17292,324.128915,16.58112,66.88527,3.471971,1
7.071314,213.619625,20038.79642,7.602252,290.057219,8.713964,58.41346,4.293727,1
7.115895,193.706745,18463.88366,4.924389,319.056951,14.84158,54.437494,3.736021,1
8.238997,199.594539,25046.79864,9.28802,350.835986,18.743231,54.416965,3.089924,1
6.446252,204.253563,11104.25051,7.648613,?,16.625627,?,4.976958,1
6.161779,202.756972,12229.64758,11.523598,324.048035,14.685927,47.803194,4.003547,1
6.772157,196.900098,13790.2962,9.575053,?,17.705727,68.379815,3.827256,1
7.061846,211.091687,11300.23811,8.866359,299.938071,16.895754,67.577109,3.958249,1
4.63825,182.419621,34261.98589,6.197716,307.458454,7.760853,?,4.124538,1
7.678967,205.479918,7472.50648,7.181869,?,7.91815,76.378309,3.718982,1
8.137713,178.716633,33786.71631,9.101885,?,12.273181,95.905288,2.743867,1
7.481398,186.074766,13781.78028,4.649254,377.344372,11.687124,66.29165,4.039976,1
8.082148,185.932419,28407.66103,7.605421,381.761884,12.830646,86.979724,3.373485,1
?,210.627359,27983.17942,5.947213,?,16.127527,64.564044,4.290393,1
7.702183,192.137531,18126.03096,9.154581,364.191227,14.376337,90.527536,4.382159,1
6.750761,207.254505,23642.9926,7.691012,293.78304,6.000391,30.900815,2.777726,1
?,219.706048,22387.31575,7.308501,316.973003,12.785265,80.757866,4.649365,1
6.323942,185.992411,23234.78893,5.892963,347.236827,13.263282,60.474031,3.575011,1
5.403884,199.016674,11571.42154,6.285434,?,11.859074,74.012043,3.189942,1
5.699873,159.435601,31977.37014,5.249974,?,8.008011,55.870245,2.416402,1
7.694265,184.836301,22673.03447,5.701063,?,8.857706,64.975574,5.707193,1
8.581429,186.601621,20590.71211,3.924183,366.1319,9.999398,66.693973,3.388448,1
9.888941,220.638823,19892.38891,7.986456,326.07656,14.929172,59.602808,3.750164,1
3.42645,154.711725,21839.69596,4.965722,?,14.689351,56.490077,5.978054,1
8.37044,231.442553,15063.81497,12.279374,?,15.027088,67.503004,3.210635,1
?,204.852187,13286.15658,9.093843,332.845545,8.589896,76.306376,4.268525,1
8.390501,215.295518,27032.14226,6.553958,282.859453,12.841611,46.368219,4.150359,1
7.581945,193.286463,21675.68287,9.821499,381.930744,16.109169,92.609084,4.833346,1
9.850055,208.740232,35289.23711,8.35011,337.209742,10.105146,50.886006,4.521836,1
5.225684,185.050444,16276.3986,6.617098,?,7.817812,89.052588,3.695747,1
9.663653,233.487268,13213.57825,10.149937,293.074658,10.439619,62.455373,4.741944,1
?,158.762959,26210.11601,4.088763,?,16.006711,85.338053,5.010163,1
7.935607,207.016852,19657.84331,8.604505,312.343607,21.228127,63.771833,3.619651,1
8.928142,197.64853,27884.43425,8.968576,?,21.497866,73.011132,4.111102,1
6.920343,207.821363,16689.7996,10.031146,286.413862,9.771896,78.295022,3.266213,1
10.538098,200.139829,13867.2442,7.365015,409.44673,17.073123,72.730639,3.823093,1
5.729303,162.857585,34573.67879,5.654856,415.287072,13.990842,76.744677,3.556395,1
5.335689,178.640119,37993.18275,9.772522,343.258359,14.834257,65.326531,3.921976,1
?,177.174021,38977.3308,5.477161,402.499393,12.300107,61.569477,3.261592,1
6.769835,177.173258,34596.00187,2.866073,369.532997,17.268074,64.868608,3.65579,1
6.84833,195.451482,15908.64209,6.241349,319.264722,18.937338,75.392795,3.732202,1
?,231.159824,12856.72862,6.977019,344.447737,13.217223,80.956458,3.308294,1
?,205.088789,27064.41841,7.398379,304.926475,18.521792,61.486105,4.599573,1
?,155.864382,28224.77418,8.366723,392.582582,18.778696,52.640594,4.93019,1
8.589202,233.727975,7263.056749,6.953308,268.971355,8.986363,41.930439,4.041446,1
8.473649,182.997199,36412.48826,6.144666,?,14.255356,56.735187,3.487816,1
7.591346,199.255322,25383.76518,7.924616,318.610478,20.118827,48.27121,4.51515,1
8.137768,203.861867,24172.70331,6.844018,305.83258,19.232961,30.708421,5.003826,1
5.352566,150.495214,27795.73204,5.464058,445.938391,16.14451,78.374845,4.779187,1
7.99809,241.000277,9609.740605,9.842346,229.575561,14.990567,39.842379,2.626547,1
11.898078,228.132673,8296.550611,9.899637,346.64975,15.486862,63.52946,3.024968,1
7.442536,180.859091,18223.02708,8.57725,405.320016,14.768337,57.757554,2.191138,1
5.140801,209.358561,21407.61429,4.415976,230.555856,2.2,86.737223,4.192257,1
?,242.413429,9783.368727,6.400152,211.851592,10.407257,69.909491,4.626701,1
6.947916,219.594385,10337.5417,10.414781,?,14.213799,61.150299,3.685079,1
9.622106,182.909728,30307.21767,5.657004,422.445681,17.699718,45.906782,3.975572,1
5.361212,171.315543,24709.72886,4.184891,366.814979,15.122672,33.119613,1.812529,1
4.909519,186.190703,13652.60203,9.318248,?,12.159457,89.830209,3.785507,1
6.376408,182.121038,33046.72761,5.351533,362.352143,7.592516,66.225674,5.404046,1
3.940125,163.171653,25911.32168,4.13854,371.96718,17.751705,63.612403,3.478005,1
6.916826,210.860439,29263.55407,6.011611,252.23133,12.89221,77.07978,4.598622,1
9.146558,226.093425,6787.48466,9.241763,319.025809,14.110476,80.571146,3.210882,1
10.268415,225.074218,14694.42062,6.722843,300.763772,13.553796,64.012944,5.199865,1
8.787668,232.462637,7035.133797,9.306449,?,12.051417,?,3.489946,1
7.368769,213.197019,18452.02299,8.292445,294.344858,10.545092,94.837743,3.813881,1
9.35272,207.46516,23558.55475,6.504916,346.516535,10.986683,?,3.398264,1
9.393148,215.051365,20592.25894,10.089537,331.338739,10.778633,54.426968,4.665681,1
7.296573,197.646951,22535.08516,9.2882,323.449054,6.039669,82.536173,4.679169,1
8.900865,211.306812,9592.151333,8.863272,348.43782,18.267951,68.33317,4.518751,1
8.107244,228.171859,18364.83142,6.185948,246.942611,14.613423,101.351525,4.688271,1
7.804369,216.673869,14160.68677,6.060144,281.355975,15.147547,62.860627,4.075557,1
4.666148,171.2887,35680.06788,4.894374,314.613851,14.210624,56.910254,4.556864,1
10.905076,207.004837,16099.1519,8.186479,369.683867,17.55688,80.749849,3.720264,1
4.739549,162.246886,27215.90274,2.862535,372.815075,15.130476,65.091291,2.942348,1
9.869232,223.772661,29549.65882,7.716923,281.11849,14.202664,84.013585,4.73685,1
?,182.582228,19575.47536,10.048383,424.688994,19.482945,76.634798,4.329204,1
5.827541,191.00493,25863.34324,4.823832,316.025513,18.361858,48.658109,3.179129,1
0.989912,133.216942,16922.8539,9.293289,444.375731,10.430076,43.578466,5.160604,1
?,235.240587,10443.79653,7.605519,?,8.28655,80.540351,3.900509,1
9.485833,218.738236,15357.83337,8.534458,315.831396,15.621139,64.826028,3.22113,1
6.435723,214.724669,9363.853988,9.997624,273.463139,12.92587,71.42859,4.925339,1
6.365497,205.056536,7040.737621,11.302831,325.328543,16.352858,74.312592,5.125417,1
?,202.475162,23828.20768,5.531685,409.28621,13.797656,59.521664,5.266368,1
5.452215,199.228467,14446.81239,7.689191,298.318418,14.020507,95.306239,5.190534,1
?,215.966579,21852.43794,7.457515,283.755824,11.38321,76.538803,5.076362,1
5.433466,177.828302,31421.73163,4.584134,347.097354,16.066439,58.416699,2.871196,1
7.374775,217.698644,12285.89148,10.038245,?,16.293716,93.78438,3.592265,1
?,175.708553,25954.03176,6.229322,346.225062,13.63691,50.590765,2.951396,0
5.226942,177.319603,28398.5542,6.294517,336.292918,18.463095,62.075902,2.25955,0
4.594209,185.632858,27981.09119,6.761683,354.785217,13.983833,74.576914,4.91791,0
6.784133,212.442338,12827.62101,7.403642,?,10.861775,89.577036,5.035823,0
6.400256,172.299,15936.24736,4.935998,340.39293,11.075622,58.365995,4.561494,0
6.839416,166.86697,28508.6378,7.238829,?,11.378738,73.465133,2.854527,0
6.901863,164.723486,20442.61501,5.163931,341.537089,10.362623,65.694878,4.047907,0
?,191.554815,22462.11329,8.186258,?,17.247307,76.767797,5.260301,0
7.888844,228.488394,15824.78873,8.388944,314.843291,17.630362,56.42021,3.630524,0
5.527633,218.518923,22095.63716,6.436288,?,12.640135,44.328641,4.591137,0
6.492403,234.914512,18607.21319,8.620697,302.131306,14.116824,65.636759,4.383395,0
6.6847,193.840931,34157.18447,9.876574,344.535407,8.818757,66.659352,4.03066,0
?,196.334673,24108.12755,7.843144,352.623912,10.287673,73.445934,5.034683,0
6.223678,238.084211,22423.49521,9.336774,?,14.027766,80.774275,3.919575,0
4.758648,203.537833,23603.06542,7.667128,324.084334,18.064957,85.916666,4.405509,0
7.440825,183.362713,17259.8523,4.610245,335.626443,9.700906,80.537065,2.496343,0
8.054886,200.943484,12642.06595,7.309822,334.442064,14.94908,71.202038,3.514098,0
7.061831,215.946322,24991.76602,9.138391,321.47336,12.950444,64.02559,4.299019,0
?,214.737831,12666.00532,7.092691,302.491768,15.433834,92.693936,5.005879,0
7.61161,222.25227,25063.68301,8.561124,287.948123,18.273757,68.395413,2.873261,0
4.691438,200.889406,32182.26232,8.57165,364.746786,12.404439,85.026227,2.730792,0
8.06417,209.839333,8712.002588,8.59151,355.443721,18.721312,106.243066,3.246077,0
4.292967,212.808645,30434.26912,8.630313,333.48254,15.779922,39.775513,2.804924,0
7.865757,184.912917,16147.00195,7.321343,?,11.092842,88.048989,3.738618,0
9.085637,238.221968,9001.658753,9.820231,325.104847,19.19574,98.490819,2.54402,0
6.592443,242.480473,9381.239931,7.303184,312.814395,14.027297,70.929879,3.060827,0
7.032819,168.822395,29370.26418,5.390593,?,21.119249,58.876766,3.633373,0
8.990317,195.809028,23728.29401,7.508305,348.714613,15.254392,75.907869,4.494544,0
8.561219,205.366831,16686.31276,8.159299,?,18.893137,68.089865,2.813889,0
6.739158,156.482759,30950.6811,6.54309,363.179623,11.653458,70.367049,5.214484,0
?,209.426837,20827.98384,6.591371,313.874684,17.954849,40.140152,4.238253,0
6.492627,213.065385,34314.08709,9.041146,335.291926,11.135312,70.82911,3.378778,0
6.753128,191.982994,18222.93196,3.920974,296.196618,9.689144,92.219615,5.102517,0
5.039374,142.860598,40829.35317,7.271543,?,16.823773,52.297113,4.95742,0
8.296344,198.197051,17468.9998,8.262904,369.59074,18.026098,44.061625,5.400811,0
5.455599,152.386735,37620.24847,5.78358,?,14.401654,41.109869,4.476349,0
7.918183,224.152005,20012.17298,9.008726,302.393605,22.187849,72.727868,4.764194,0
5.018046,194.668167,27317.09944,6.155484,?,10.407479,85.685272,5.035154,0
6.495435,252.010903,32775.63258,8.479302,?,9.854011,80.561077,3.390471,0
?,203.050244,28184.90053,7.076634,344.524179,19.775367,53.270152,4.456104,0
8.783168,218.03284,16183.58665,7.390474,334.053885,16.35452,47.100982,4.274137,0
?,184.750698,28499.10733,6.550031,330.719549,11.044405,62.014822,3.40327,0
8.159667,215.648216,17068.29886,8.769622,319.253201,14.192544,60.373722,2.957195,0
7.685397,230.335708,7324.701425,7.991366,331.512533,14.233952,74.068658,4.179187,0
7.762021,173.636742,15548.41667,5.018671,330.390976,11.147704,87.481505,3.256301,0
7.207931,204.010346,18493.87218,5.557864,311.568227,12.994596,31.39045,4.705562,0
6.987042,169.727116,19472.62433,5.017698,366.01892,17.314681,48.882198,4.475161,0
4.692197,221.547773,24211.63077,9.36325,307.713996,12.618252,60.003148,4.009006,0
?,219.725713,9840.78282,8.513655,309.838732,12.428763,71.625497,3.183435,0
4.059431,200.38308,25770.00672,8.34213,?,11.084834,?,4.330322,0
8.389946,213.665685,17674.70615,8.348815,?,19.301248,70.829513,3.569717,0
10.695532,220.451078,10571.77038,6.521422,295.976094,14.774801,58.735933,4.154845,0
6.791697,175.894346,21467.95087,7.101224,349.492177,12.556983,55.253912,2.817391,0
9.953952,232.949002,3773.281147,9.97985,?,18.34359,82.449002,4.052905,0
?,218.986406,9836.401847,7.064672,328.724289,15.547964,57.328116,3.837257,0
4.489784,188.251939,14906.04792,8.48603,374.226926,11.226578,65.182759,3.776226,0
8.020869,175.873676,21759.36393,7.487278,352.983112,4.966862,72.305219,3.442121,0
5.090035,174.266357,34094.05718,6.741909,376.663608,17.107563,48.546258,4.838862,0
6.466875,214.33727,14848.12949,7.054938,304.573245,12.180826,?,3.408169,0
6.702496,208.553785,29057.22762,7.029491,302.74496,10.614582,53.879737,4.267953,0
5.766204,179.572653,27700.12195,6.198937,?,12.828121,90.006766,4.472018,0
6.571099,207.741025,23372.88265,6.280195,313.846972,12.874805,75.41671,4.555949,0
8.50922,200.304348,10587.30493,6.392545,307.398959,11.798991,63.827569,2.519892,0
5.953982,186.457084,32241.07961,8.439681,347.713157,14.638927,68.907754,4.071916,0
5.403196,185.643523,27509.89342,8.257587,?,10.024039,63.3975,3.871463,0
5.59693,162.724672,23930.37455,7.456557,?,19.174739,54.966317,3.506765,0
10.63291,198.378012,12958.74846,7.135497,322.623249,16.722195,71.776018,3.722455,0
4.916819,162.456784,22829.12321,4.024456,360.590445,11.580141,?,3.836703,0
7.183096,200.368159,13501.67797,7.982097,358.331849,11.176548,71.536834,3.806539,0
5.923441,167.658602,25951.55404,6.296103,350.381981,15.770464,53.321812,4.107364,0
7.377037,175.008276,15340.95184,6.144845,371.010524,11.91574,78.179171,4.531659,0
7.833496,220.957433,28338.98146,9.370848,316.274403,15.333005,57.033522,5.58083,0
4.745764,186.303137,33153.81298,8.840474,370.167851,14.784314,48.451375,3.699146,0
9.055826,196.475899,20226.28794,5.838594,298.80356,12.813634,84.279218,5.456913,0
5.492156,176.271404,26422.09789,8.072934,366.644766,7.609798,59.396787,3.294129,0
4.487517,199.051403,36860.4689,9.751561,338.049427,8.12347,75.668785,2.765722,0
7.027186,185.320701,30988.97302,8.600477,327.46267,9.98201,52.716589,5.353043,0
10.200645,182.080601,8016.202938,5.567501,337.78158,13.469924,50.567372,5.17472,0
6.784279,140.366709,17569.57982,4.084932,?,10.63423,97.08706,4.045547,0
8.080415,166.8917,18136.12886,6.867553,?,16.30779,55.586142,4.070824,0
?,191.348259,14017.37207,6.4907,345.560481,11.863248,65.791687,4.167336,0
7.344976,182.306942,5689.804405,6.76435,373.872785,20.483902,73.488981,3.418763,0
5.92374,200.561213,33306.01254,7.430037,?,13.79787,63.463409,3.88446,0
8.285395,196.552068,19096.82237,7.357857,342.936881,14.151473,73.187013,5.438488,0
5.949519,160.442631,16898.8083,6.045906,367.328542,16.359951,62.368234,4.072198,0
?,192.202168,34160.92514,8.963156,363.472798,15.90527,50.807825,2.998335,0
?,215.997117,35971.02511,10.030508,330.858926,14.337804,81.769775,2.934137,0
5.296579,220.080832,39537.08646,9.232766,322.433592,10.583336,58.801469,3.91847,0
10.282068,198.546364,8108.297322,5.548407,332.017935,15.661692,28.770619,4.572923,0
7.016836,167.362187,18014.9957,5.903058,362.523416,10.692588,45.002014,4.101398,0
6.871607,197.517093,19557.99372,8.311349,355.087258,18.240712,65.69423,4.180389,0
?,214.17233,8985.911807,7.297973,?,9.583323,37.616485,5.504749,0
8.274069,195.80333,18091.20261,7.422104,365.407222,16.99633,?,2.575423,0
8.238879,198.213405,11451.31222,5.30899,309.329424,13.243329,81.19771,2.784713,0
5.791154,190.431679,20288.23557,6.298366,347.04102,17.706838,84.388191,4.104835,0
6.153369,237.139828,22052.03462,8.090494,306.23918,17.075263,58.108259,4.030337,0
7.303052,196.952875,22053.01026,5.392693,305.221564,14.665561,71.710779,4.14487,0
7.592672,177.080839,14912.22551,6.041144,349.240614,17.161966,42.115257,3.341427,0
6.784116,189.608347,12736.865,5.935772,?,20.606409,76.621489,4.072187,0
5.606856,211.513097,32423.46269,6.812943,?,20.92695,52.218979,4.070966,0
?,223.443111,36290.74611,9.380013,333.4452,16.520496,64.696691,3.817779,0
4.922045,197.287207,38494.72025,9.144953,383.239138,13.125942,61.86458,2.291695,0
5.700785,185.922247,27365.10636,7.5631,?,15.089441,56.463434,3.978141,0
?,215.578464,25338.61934,5.787191,266.109993,11.854461,71.165352,3.134,0
10.678056,168.695766,7066.376917,4.866092,?,16.296688,46.672483,4.308257,0
7.602121,199.353165,11346.14345,6.90038,304.966488,17.925782,62.846673,3.698875,0
8.846282,188.415001,17734.94963,6.057868,317.150545,17.115447,60.251578,2.925038,0
6.751699,203.400452,26325.8177,8.36547,341.895636,19.527319,58.293945,3.756007,0
?,148.103129,13597.89604,5.733148,374.018311,13.278896,72.695499,3.619591,0
?,202.079865,12519.09066,7.627524,?,12.748217,?,4.439215,0
5.088213,159.962612,39125.2092,6.055623,375.619186,20.1896,68.688694,2.600619,0
6.954907,159.766399,21895.2857,4.4939,337.267178,10.663492,78.763592,3.169715,0
8.983812,204.648515,15158.72175,8.645882,?,14.618767,68.902945,2.445673,0
9.51966,204.080945,17258.18835,6.154073,310.716294,17.061389,44.273379,3.994556,0
4.700393,195.352807,35216.53427,7.919083,335.279376,9.852785,64.721331,3.481944,0
10.386133,200.891192,17982.38726,5.845502,338.999274,14.319411,62.156686,4.921341,0
5.746529,183.471794,35633.26851,6.066386,327.55785,12.548871,70.525972,3.808372,0
?,192.97038,11125.44354,4.954923,324.758184,15.164574,79.264575,4.699121,0
?,248.954655,25253.07906,8.921733,296.821034,14.142251,69.104012,3.941074,0
10.81129,209.10305,11848.22827,10.14106,349.923229,15.474876,66.030317,4.416184,0
8.966836,228.691355,16764.85476,7.137871,320.555994,12.599998,77.330137,3.654355,0
?,212.449974,5699.504942,6.64784,333.052491,18.08249,89.816057,2.276392,0
6.848805,204.812711,20555.55957,9.775004,387.686388,12.298753,49.452046,3.130045,0
8.861702,200.612299,15247.12803,6.050225,313.127081,13.780427,69.870484,3.579107,0
4.252985,149.938655,20497.82222,3.271144,302.819823,16.086949,68.200877,3.5883,0
6.72983,229.407784,23114.03183,9.733356,321.160463,13.140447,68.252067,4.724322,0
5.92454,186.620068,44376.18738,6.61418,341.637773,12.758115,59.456691,4.224343,0
6.783888,193.653581,13677.10644,5.171454,323.728663,15.056064,?,3.250022,0
7.390897,219.335978,25574.09172,8.760434,?,17.730371,60.598432,4.325132,0
